Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A brief survey of deep learning methods for android Malware detection,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-024-02643-x,Abdurraheem JoomyeMee Hong LingKok-Lim Alvin Yau,2024,https://link.springer.com/article/10.1007/s13198-024-02643-x,Article
iText2KG: Incremental Knowledge Graphs Construction Using Large Language Models,Web Information Systems Engineering – WISE 2024,,,,10.1007/978-981-96-0573-6_16,Yassir LairgiLudovic MonclaRémy CazabetKhalid BenabdeslemPierre Cléau,2025,https://link.springer.com/chapter/10.1007/978-981-96-0573-6_16,Conference paper
Responsible AI and Risk Framework,Enterprise Guide for Implementing Generative AI and Agentic AI,,,,10.1007/979-8-8688-1603-1_7,Shakuntala Gupta EdwardRahul BhattacharyaVikas Sinha,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1603-1_7,Chapter
"Generative Artificial Intelligence in the System of International Relations: Risks, Opportunities, and Regulations",Proceedings of Topical Issues in International Political Geography (TIPG 2023),,,,10.1007/978-3-031-70886-2_16,Аlexander BelosludtsevElena Dziuba,2024,https://link.springer.com/chapter/10.1007/978-3-031-70886-2_16,Conference paper
Exploring the&#xa0;Use of&#xa0;LLMs to&#xa0;Understand Network Traces,International Joint Conferences,,,,10.1007/978-3-031-75016-8_12,Rubén De la Torre VicoRoberto Magán-CarriónRafael Alejandro Rodríguez-Gómez,2024,https://link.springer.com/chapter/10.1007/978-3-031-75016-8_12,Conference paper
Cross-industry thematic analysis of generative AI best practices: applications and implications for surgical education and training,Global Surgical Education - Journal of the Association for Surgical Education,,,,10.1007/s44186-024-00263-4,Hillary LiaAngela G. AtkinsonSergio M. Navarro,2024,https://link.springer.com/article/10.1007/s44186-024-00263-4,Article
Which Requirements Apply to High-Risk AI Systems?,The EU AI Act,,,,10.1007/978-3-662-70201-7_3,Paul VoigtNils Hullen,2024,https://link.springer.com/chapter/10.1007/978-3-662-70201-7_3,Chapter
GenAI Model Security,Generative AI Security,,,,10.1007/978-3-031-54252-7_6,Ken HuangBen GoertzelDaniel WuAnita Xie,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_6,Chapter
Harnessing the&#xa0;Power of&#xa0;General-Purpose LLMs in&#xa0;Hardware Trojan Design,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-031-61486-6_11,Georgios KokolakisAthanasios MoschosAngelos D. Keromytis,2024,https://link.springer.com/chapter/10.1007/978-3-031-61486-6_11,Conference paper
Agentic AI Identity Security,Securing AI Agents,,,,10.1007/978-3-032-02130-4_3,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_3,Chapter
Federated Learning for Vietnamese SMS Spam Detection Using Pre-trained PhoBERT,Intelligent Data Engineering and Automated Learning – IDEAL 2024,,,,10.1007/978-3-031-77731-8_24,Hoang Quang AnhPham Tuan AnhPham Son NguyenPhan Duy Hung,2025,https://link.springer.com/chapter/10.1007/978-3-031-77731-8_24,Conference paper
A Data-centric approach for safe and secure large language models against threatening and toxic content,International Journal of Information Security,,,,10.1007/s10207-025-01066-4,Chaima NjehHaïfa NakouriFehmi Jaafar,2025,https://link.springer.com/article/10.1007/s10207-025-01066-4,Article
The future of regulatory filings: digitalization,AAPS Open,,,,10.1186/s41120-025-00113-7,Kabir AhluwaliaMichael J. AbernathyMarquerita AlgorriNina S. CauchonNatalie M. Perico-NorredRita Y. Albert Youssef,2025,https://link.springer.com/article/10.1186/s41120-025-00113-7,Article
Poster: Exploring the&#xa0;Zero-Shot Potential of&#xa0;Large Language Models for&#xa0;Detecting Algorithmically Generated Domains,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97623-0_5,Tomás Pelayo-BenedetRicardo J. RodríguezCarlos H. Gañán,2025,https://link.springer.com/chapter/10.1007/978-3-031-97623-0_5,Conference paper
Decoding the shadows: multi-modal identity profiling in darknet markets using latent behavior feature fusion,Discover Applied Sciences,,,,10.1007/s42452-025-07217-5,Xuan ZhangPengfei LiXin TongK. P. ChowDeYu YuanSi ChenBo Jin,2025,https://link.springer.com/article/10.1007/s42452-025-07217-5,Article
AI-Augmented Discovery of Inventive Principles for Self-contradictory Parameters in the TRIZ Matrix,World Conference of AI-Powered Innovation and TRIZ Methodology,,,,10.1007/978-3-032-08851-2_8,Stelian BradAlexandru CîrlejanEmilia BradIonuț Chiș,2026,https://link.springer.com/chapter/10.1007/978-3-032-08851-2_8,Conference paper
Foundation Models in Robotics,AI for Robotics,,,,10.1007/979-8-8688-0989-7_4,Alishba ImranKeerthana Gopalakrishnan,2025,https://link.springer.com/chapter/10.1007/979-8-8688-0989-7_4,Chapter
Strategic view on the current role of AI in advancing environmental sustainability: a SWOT analysis,Discover Artificial Intelligence,,,,10.1007/s44163-024-00146-z,Lucas GreifAndreas KimmigSleiman El BobbouPaul JurischJivka Ovtcharova,2024,https://link.springer.com/article/10.1007/s44163-024-00146-z,Article
Review on Social and Ethical Concerns of Generative AI and IoT,Generative AI: Current Trends and Applications,,,,10.1007/978-981-97-8460-8_13,Sudipta Hazra,2024,https://link.springer.com/chapter/10.1007/978-981-97-8460-8_13,Chapter
Byte Frequency Based Indicators for Crypto-Ransomware Detection from Empirical Analysis,Journal of Computer Science and Technology,,,,10.1007/s11390-021-0263-x,Geun Yong KimJoon-Young PaikYeongcheol KimEun-Sun Cho,2022,https://link.springer.com/article/10.1007/s11390-021-0263-x,Article
The History and Potential Future of Human–Machine Collaboration,Organizing for Generative AI and the Productivity Revolution,,,,10.1007/979-8-8688-0959-0_1,Arthur J. O’Connor,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0959-0_1,Chapter
"AI Risk, Safety, and Incident Reporting",Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_89-1,Kevin PaethSean McGregor,2025,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_89-1,Living reference work entry
Multi-modal Swarm Intelligence for&#xa0;Secure UAV Missions,Proceedings of 1st GENZERO Workshop,,,,10.1007/978-981-95-1050-4_6,Yunming XiaoMushtari SadiaAng Chen,2026,https://link.springer.com/chapter/10.1007/978-981-95-1050-4_6,Conference paper
Improving operations through a lean AI paradigm: a view to an AI-aided lean manufacturing via versatile convolutional neural network,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-13874-4,Mohammad ShahinMazdak MaghanakiAli HosseinzadehF. Frank Chen,2024,https://link.springer.com/article/10.1007/s00170-024-13874-4,Article
"Big Data Analytics in IoT, social media, NLP, and information security: trends, challenges, and applications",Journal of Big Data,,,,10.1186/s40537-025-01192-9,Kamal Taha,2025,https://link.springer.com/article/10.1186/s40537-025-01192-9,Article
What Matters Most in&#xa0;Vulnerabilities? Key Term Extraction for&#xa0;CVE-to-CWE Mapping with&#xa0;LLMs,Cryptology and Network Security,,,,10.1007/978-981-95-4434-9_22,Stefano SimonettoRonan OostevenThijs Van EdePeter BoschWillem Jonker,2026,https://link.springer.com/chapter/10.1007/978-981-95-4434-9_22,Conference paper
Ethical Challenges in AI-Driven Strategic Communication: Identification and Mitigation Strategies,Artificial Intelligence for Strategic Communication,,,,10.1007/978-981-96-2575-8_3,Karen E. Sutherland,2025,https://link.springer.com/chapter/10.1007/978-981-96-2575-8_3,Chapter
ZETInChat: Zero Trust Infrastructure with&#xa0;Dynamic Service Deployment via&#xa0;Chatbot in&#xa0;Mesh Networks,Proceedings of 1st GENZERO Workshop,,,,10.1007/978-981-95-1050-4_15,Guilherme Nunes Nasseh BarbosaDiogo Menezes Ferrazani Mattos,2026,https://link.springer.com/chapter/10.1007/978-981-95-1050-4_15,Conference paper
Vector Databases in AI Applications in Enterprise Agentic AI,Agentic AI in Enterprise,,,,10.1007/979-8-8688-1542-3_6,Sumit RanjanDivya ChembachereLanwin Lobo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1542-3_6,Chapter
A survey of foundation models for IoT: taxonomy and criteria-based analysis,CCF Transactions on Pervasive Computing and Interaction,,,,10.1007/s42486-025-00208-w,Hui WeiDong Yoon LeeShubham RohalZhizhang HuRyan RossiShiwei FangShijia Pan,2025,https://link.springer.com/article/10.1007/s42486-025-00208-w,Article
Comprehensive vulnerability aspect extraction,Applied Intelligence,,,,10.1007/s10489-023-05262-4,Qindong LiWenyi TangXingshu ChenSong FengLizhi Wang,2024,https://link.springer.com/article/10.1007/s10489-023-05262-4,Article
Fake news detection models using the largest social media ground-truth dataset (TruthSeeker),International Journal of Speech Technology,,,,10.1007/s10772-024-10106-8,Maysa KhalilMohammad Azzeh,2024,https://link.springer.com/article/10.1007/s10772-024-10106-8,Article
LogEval: A comprehensive benchmark suite for LLMs in log analysis,Empirical Software Engineering,,,,10.1007/s10664-025-10701-6,Tianyu CuiShiyu MaZiang ChenTong XiaoChenyu ZhaoShimin TaoYilun LiuShenglin ZhangDuoming LinChangchang LiuYuzhe CaiWeibin MengYongqian SunDan Pei,2025,https://link.springer.com/article/10.1007/s10664-025-10701-6,Article
Ethical AI framework for future SHRM research,Discover Artificial Intelligence,,,,10.1007/s44163-025-00641-x,Gowri R.Senthil Kumar S.Neeraj Kumar Dubey,2025,https://link.springer.com/article/10.1007/s44163-025-00641-x,Article
Security and&#xa0;Privacy for&#xa0;LLMs and&#xa0;LMMs Across Key Sectors: A&#xa0;Literature Survey,The 22nd International Conference on Information Technology-New Generations (ITNG 2025),,,,10.1007/978-3-031-89063-5_3,Costain NachumaMostafa M. FoudaMinhaz F. Zibran,2025,https://link.springer.com/chapter/10.1007/978-3-031-89063-5_3,Conference paper
Two types of AI existential risk: decisive and accumulative,Philosophical Studies,,,,10.1007/s11098-025-02301-3,Atoosa Kasirzadeh,2025,https://link.springer.com/article/10.1007/s11098-025-02301-3,Article
"Leveraging generative AI for urban digital twins: a scoping review on the autonomous generation of urban data, scenarios, designs, and 3D city models for smart city advancement",Urban Informatics,,,,10.1007/s44212-024-00060-w,Haowen XuFemi OmitaomuSoheil SabriSisi ZlatanovaXiao LiYongze Song,2024,https://link.springer.com/article/10.1007/s44212-024-00060-w,Article
Robustness tests for biomedical foundation models should tailor to specifications,npj Digital Medicine,,,,10.1038/s41746-025-01926-2,R. Patrick XianNoah R. BakerTom DavidQiming CuiA. Jay HolmgrenStefan BauerMadhumita SushilReza Abbasi-Asl,2025,https://link.springer.com/article/10.1038/s41746-025-01926-2,Article
A novel approach to identify deepfake text using social media data,Social Network Analysis and Mining,,,,10.1007/s13278-025-01536-6,Battula Thirumaleshwari DeviRajkumar Rajasekaran,2025,https://link.springer.com/article/10.1007/s13278-025-01536-6,Article
Voices of the Future: Generation Z’s Views on AI’s Ethical and Social Impact,Technology-Driven Business Innovation,,,,10.1007/978-3-031-51997-0_31,Aditi GuptaR. Saanya PranathyMichelle BinnyAarthy ChellasamyAishwarya NagarathinamSathish PachiyappanShikha Bhagat,2024,https://link.springer.com/chapter/10.1007/978-3-031-51997-0_31,Chapter
Addressing contemporary threats in anonymised healthcare data using privacy engineering,npj Digital Medicine,,,,10.1038/s41746-025-01520-6,Sanjiv M. NarayanNitin KohliMegan M. Martin,2025,https://link.springer.com/article/10.1038/s41746-025-01520-6,Article
RAGuard: A Novel Approach for&#xa0;In-Context Safe Retrieval Augmented Generation for&#xa0;LLMs,Model-Based Safety and Assessment,,,,10.1007/978-3-032-05073-1_13,Connor WalkerKoorosh AslansefatMohammad Naveed AkramYiannis Papadopoulos,2026,https://link.springer.com/chapter/10.1007/978-3-032-05073-1_13,Conference paper
UGV-UAV Integration Advancements for Coordinated Missions: A Review,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-025-02273-w,Farah Syazwani ShaharMohamed Tariq Hameed SultanMarek NowakowskiAndrzej Łukaszewicz,2025,https://link.springer.com/article/10.1007/s10846-025-02273-w,Article
Web3 and AI Security,Web3 Applications Security and New Security Landscape,,,,10.1007/978-3-031-58002-4_8,Jerry HuangKen HuangKrystal JacksonLuyao ZhangJennifer Toren,2024,https://link.springer.com/chapter/10.1007/978-3-031-58002-4_8,Chapter
Samurai and assassins strategy using agent based modelling and simulation for finding success probability and efficiency in complex scenarios,Discover Computing,,,,10.1007/s10791-025-09614-1,Vincent Gnanaraj T.Chenni Kumaran J.,2025,https://link.springer.com/article/10.1007/s10791-025-09614-1,Article
Conclusion: The Age of Enterprise Agentic AI,Agentic AI in Enterprise,,,,10.1007/979-8-8688-1542-3_10,Sumit RanjanDivya ChembachereLanwin Lobo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1542-3_10,Chapter
Computer Vision in&#xa0;Smart Parking Solution Systems: Enhancing Urban Mobility,Internet of Vehicles and Computer Vision Solutions for Smart City Transformations,,,,10.1007/978-3-031-72959-1_10,Anuj AbrahamShitala PrasadMohan Kashyap PargiAhmed AlhammadiPranjal Vyas,2025,https://link.springer.com/chapter/10.1007/978-3-031-72959-1_10,Chapter
Introduction to Multimodal Generative AI,Multimodal Generative AI,,,,10.1007/978-981-96-2355-6_1,R. BrindhaR. K. PongiannanA. BharathV. K. S. M. Sanjeevi,2025,https://link.springer.com/chapter/10.1007/978-981-96-2355-6_1,Chapter
Ten reasons why—the case for more and better AI regulation,AI and Ethics,,,,10.1007/s43681-025-00865-8,Manuel Woersdoerfer,2025,https://link.springer.com/article/10.1007/s43681-025-00865-8,Article
COGNIMAN Digital Twin Architecture for Flexible Manufacturing,Journal of Intelligent Manufacturing,,,,10.1007/s10845-025-02625-1,Assia BelbachirAntonio M. OrtizAhmed Nabil BelbachirWissam MallouliAn Ngoc LamAkhilesh Kumar SrivastavaMartin Hemmer,2025,https://link.springer.com/article/10.1007/s10845-025-02625-1,Article
Overview of Universal Behavior Computing,Universal Behavior Computing for Security and Safety,,,,10.1007/978-981-97-9014-2_1,Cheng WangHangyu Zhu,2024,https://link.springer.com/chapter/10.1007/978-981-97-9014-2_1,Chapter
AI Agent Tools and Frameworks,Agentic AI,,,,10.1007/978-3-031-90026-6_2,Ken HuangJerry Huang,2025,https://link.springer.com/chapter/10.1007/978-3-031-90026-6_2,Chapter
A Generalizable Context-Aware Deep Learning Model for&#xa0;Abusive Language Detection,Artificial Neural Networks and Machine Learning – ICANN 2024,,,,10.1007/978-3-031-72350-6_4,Mahsa Abazari KiaDorsa SamieeNasrin Pournajar,2024,https://link.springer.com/chapter/10.1007/978-3-031-72350-6_4,Conference paper
A systematic review and research challenges on phishing cyberattacks from an electroencephalography and gaze-based perspective,Personal and Ubiquitous Computing,,,,10.1007/s00779-024-01794-9,George A. ThomopoulosDimitrios P. LyrasChristos A. Fidas,2024,https://link.springer.com/article/10.1007/s00779-024-01794-9,Article
Enhancing cyberbullying detection: a comparative study of ensemble CNN–SVM and BERT models,Social Network Analysis and Mining,,,,10.1007/s13278-023-01158-w,Hiteshi SainiHimashri MehraRitu RaniGarima JaiswalArun SharmaAmita Dev,2023,https://link.springer.com/article/10.1007/s13278-023-01158-w,Article
Embracing the Organized Mess: Defense AI in Israel,The Very Long Game,,,,10.1007/978-3-031-58649-1_18,Inbar DolinkoLiran Antebi,2024,https://link.springer.com/chapter/10.1007/978-3-031-58649-1_18,Chapter
Real-Time Digital Ecosystems: Integrating Virtual Personas and Digital Twins Through Microservices,"Availability, Reliability and Security",,,,10.1007/978-3-032-00642-4_8,Cosmina StalidiEduard-Cristian PopoviciGeorge Suciu,2025,https://link.springer.com/chapter/10.1007/978-3-032-00642-4_8,Conference paper
Introduction to NDE 4.0,Handbook of Nondestructive Evaluation 4.0,,,,10.1007/978-3-030-48200-8_43-4,Johannes VranaNorbert MeyendorfNathan IdaRipudaman Ripi Singh,2025,https://link.springer.com/rwe/10.1007/978-3-030-48200-8_43-4,Living reference work entry
